"District","State","YearCode","District.Code","State.Code","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","district_year_id","SDP","Ginni.Index"
"Tiruchirappalli","Tamil Nadu",2001,591,33,"","3.78947368421053","132.368421052632","311.473684210526","2093.78947368421","0.786315789473684","","451.894736842105","22.5263157894737","66.5789473684211","122.211111111111","203.052631578947","","","4.056","3.69263157894737","129.052631578947","","608.947368421053","370.394736842105","","7.81631578947368","591_2001",123901,"0.29"
"Tiruchirappalli","Tamil Nadu",2017,591,33,"","0","135.428571428571","444.214761904762","2231.57142857143","0.903593428571429","0.24452380952381","406.935523809524","13.4966666666667","61.3932952380952","20.1428571428571","236.471428571429","","","0","0","144.32380952381","","590.952380952381","0","0","7.4952380952381","591_2017",1000308,"0.29"
"Tiruchirappalli","Tamil Nadu",2005,591,33,"","0","99.3888888888889","330.166666666667","1860.11111111111","0.795555555555556","","403.055555555556","16.4277777777778","71.7427777777778","25.1888888888889","190.777777777778","","","3.62","3.42555555555556","122.333333333333","","543.055555555556","330.372222222222","","7.33166666666667","591_2005",221588,"0.29"
"Tiruchirappalli","Tamil Nadu",2004,591,33,"","0","66.3076923076923","278","1505.76923076923","0.464615384615385","","298.846153846154","28.3333333333333","53.0076923076923","54.3076923076923","119.230769230769","","","2.495","2.70538461538462","69.6923076923077","","383.461538461538","244.953846153846","","7.54615384615385","591_2004",193645,"0.29"
"Tiruchirappalli","Tamil Nadu",2014,591,33,"","0","127.571428571429","458.271428571429","2130.71428571429","1.03571428571429","","381.464285714286","21.7","98.0514285714286","47.4","154.571428571429","","","-16.3571428571429","3.28142857142857","66.1428571428571","","721.785714285714","312.675714285714","","7.73571428571429","591_2014",791915,"0.29"
"Tiruchirappalli","Tamil Nadu",2009,591,33,"","0","63.5714285714286","384.785714285714","1889.57142857143","0.561428571428571","","212.071428571429","14.7142857142857","72.9492857142857","81.7857142857143","215.285714285714","","","2.25333333333333","4.28071428571429","123.571428571429","","458.642857142857","173.828571428571","","7.79","591_2009",316760,"0.29"
"Tiruchirappalli","Tamil Nadu",2000,591,33,"","0","141.894736842105","396.684210526316","2483.73684210526","0.66","","413","33.3157894736842","79.5273684210526","40.5263157894737","248.315789473684","","","4.088906385","4.36026325105263","307.473684210526","","687.368421052632","338.531578947368","","7.73789473684211","591_2000",126349,"0.29"
"Tirunelveli","Tamil Nadu",2005,592,33,"","1.92","112.32","324.64","1601.6","0.5616","","298.84","35.5454545454545","51.972","78.36","132.16","","","1.78","2.5764","55.72","","494","244.944","","7.6356","592_2005",221588,"0.28"
"Tirunelveli","Tamil Nadu",2006,592,33,"","0","73.2857142857143","360.642857142857","1724.82142857143","0.615","","324.642857142857","35.8518518518519","55.5185714285714","56.0721428571429","187.214285714286","","","2.30923076923077","3.78642857142857","67.25","","411.25","266.1","","7.64321428571429","592_2006",256286,"0.28"
"Tirunelveli","Tamil Nadu",2002,592,33,"","0","76.5","151.375","1082.3125","0.879375","","316.1875","11.3125","33","32.5","98.6875","","","1.62","2.288125","45.375","","326.5625","259.1625","","7.7625","592_2002",124521,"0.28"
"Tirunelveli","Tamil Nadu",2007,592,33,"","0","96.1","299.35","1682.2","1.015","","333.8","9","74.454","93.71","139.05","","","2.71","2.506","50.85","","546","273.61","","7.2035","592_2007",272340,"0.28"
"Tirunelveli","Tamil Nadu",2017,592,33,"","0","93.4545454545455","381.4275","2401.72727272727","0.787272727272727","0.118045454545455","332.616545454545","36.4027272727273","73.8263272727273","49.2818181818182","290.386363636364","","","","","353.518181818182","","551.818181818182","","","7.88090909090909","592_2017",1000308,"0.28"
"Tirunelveli","Tamil Nadu",2009,592,33,"","0","67.8260869565217","222.695652173913","1298.17391304348","1.23739130434783","","282.826086956522","9.65217391304348","33.17","30.4347826086957","156.173913043478","","","2.348","3.73826086956522","78.4761904761905","","305.652173913043","231.813043478261","","7.54782608695652","592_2009",316760,"0.28"
"Tirunelveli","Tamil Nadu",2012,592,33,"","0","","187.5","1172.3125","0.840625","","","","","41.8125","","","","","","","","","","","7.798125","592_2012",709343,"0.28"
"Tirunelveli","Tamil Nadu",2000,592,33,"","0","125.151515151515","325.333333333333","1764.06060606061","0.835","","337.272727272727","46.1181818181818","53.1212121212121","37.8684210526316","138.030303030303","","","2.26","2.71484848484848","134.363636363636","","546.515151515152","276.448484848485","","7.62939393939394","592_2000",126349,"0.28"
"Tirunelveli","Tamil Nadu",2003,592,33,"","0","","","1871.45833333333","1.0325","","","","","","","","","","","","","","","","7.43458333333333","592_2003",132281,"0.28"
"Tirunelveli","Tamil Nadu",2001,592,33,"","1.37142857142857","154.529411764706","451.828571428571","2045.97142857143","0.686571428571429","","320.558823529412","30.9705882352941","67.2235294117647","118.69696969697","186.264705882353","","","2.456","3.06941176470588","84.1764705882353","","656.911764705882","262.758823529412","","7.592","592_2001",123901,"0.28"
"Tirunelveli","Tamil Nadu",2010,592,33,"","0","38","404.521739130435","1766.875","0.463913043478261","","280.391304347826","3","66.91","30.2217391304348","117","","","","2.64","64","","370","229.839130434783","","7.81416666666667","592_2010",359961,"0.28"
"Tirunelveli","Tamil Nadu",2013,592,33,"","0","","279.555555555556","1208.89473684211","0.611578947368421","","0","","","35.8421052631579","","","","0","","0","","","","","7.91578947368421","592_2013",750416,"0.28"
"Tirunelveli","Tamil Nadu",2016,592,33,"","0","63.625","263.91234375","1453.8125","0.8553125","0","289.230625","11.0684375","56.36795","48.01875","152.190625","","","","","80.68125","","391.25","","","7.64","592_2016",922084,"0.28"
"Tirunelveli","Tamil Nadu",2018,592,33,"0","0","65.2352941176471","169.847205882353","1114.17647058824","1.39474178588235","0","263.642294117647","6.37147058823529","45.2840705882353","32.4676470588235","92.1441176470588","","0","0","0","72.3105882352941","0","349.411764705882","0","701.931176470588","7.49117647058824","592_2018",1071602,"0.28"
"Tirunelveli","Tamil Nadu",2004,592,33,"","0","104.923076923077","308.5","1608.26923076923","0.645384615384615","","305.230769230769","26.6538461538462","54.1769230769231","70.0384615384615","132.153846153846","","","0.56","2.52653846153846","60.8076923076923","","484.615384615385","250.2","","7.72615384615385","592_2004",193645,"0.28"
"Tirunelveli","Tamil Nadu",2015,592,33,"","28","80.5","314.75","1725","1.5","","386","14.75","54.195","48.25","201.25","","","-2.425","4.3725","49.6666666666667","","423.75","363.0625","","7.56","592_2015",862437,"0.28"
"Tirunelveli","Tamil Nadu",2011,592,33,"","0","56.625","239.875","1166.875","0.55625","","186.125","37.75","41.02125","52","117.625","","","1.79333333333333","2.82375","97.625","","310","152.5625","","8.07","592_2011",674478,"0.28"
"Tirunelveli","Tamil Nadu",2014,592,33,"","","76.4705882352941","215.5","1176.23529411765","0.621875","","302.847058823529","20.7705882352941","50.8941176470588","48.7882352941176","92.8941176470588","","","-6.07882352941176","1.90647058823529","60.2352941176471","","400.588235294118","248.235294117647","","7.97470588235294","592_2014",791915,"0.28"
"Tirunelveli","Tamil Nadu",2008,592,33,"","","","","","","","","","","","","","","","","","","","","","","592_2008",286744,"0.28"
"Tiruppur","Tamil Nadu",2004,634,33,"","0","81.2222222222222","346.555555555556","1879.16666666667","0.748888888888889","","332.388888888889","39.6666666666667","83.6983333333333","123.111111111111","155.166666666667","","","3.32","3.03277777777778","100.055555555556","","546.888888888889","272.45","","7.84888888888889","634_2004",193645,""
"Tiruppur","Tamil Nadu",2013,634,33,"","0","","366.533333333333","1782.26666666667","0.898666666666667","","0","","","90.8","","","","0","","0","","","","","8.48333333333333","634_2013",750416,""
"Tiruppur","Tamil Nadu",2007,634,33,"","0","58.1428571428571","358.5","2154.64285714286","1.19357142857143","","490.571428571429","47.1538461538462","107.570714285714","111.857142857143","225.785714285714","","","3.29","4.00142857142857","114.071428571429","","587.5","402.1","","7.88214285714286","634_2007",272340,""
"Tiruppur","Tamil Nadu",2008,634,33,"","","","","","","","","","","","","","","","","","","","","","","634_2008",286744,""
"Tiruppur","Tamil Nadu",2016,634,33,"","0","78.695652173913","321.754347826087","2148.26086956522","0.934347826086957","0","368.27052173913","31.0478260869565","84.3502956521739","53.5652173913044","180.178260869565","","","0","0","160.130434782609","","543.478260869565","0","0","7.61173913043478","634_2016",922084,""
"Tiruppur","Tamil Nadu",2003,634,33,"","0","","","1914.2","0.73252","","","","","","","","","","","","","","","","7.7584","634_2003",132281,""
"Tiruppur","Tamil Nadu",2002,634,33,"","0","120","337.157894736842","1921.21052631579","1.47368421052632","","444.473684210526","50.6315789473684","69.3684210526316","116.315789473684","164.526315789474","","","4.095","2.99684210526316","70.7368421052632","","595","364.31052631579","","7.81473684210526","634_2002",124521,""
"Tiruppur","Tamil Nadu",2015,634,33,"","0","104.533333333333","352","2280.2","0.841333333333333","","333.571428571429","28","67.4186666666667","66.8666666666667","278.2","","","-10.388","6.08266666666667","276.2","","538.666666666667","278.524","","7.35928571428571","634_2015",862437,""
"Tiruppur","Tamil Nadu",2001,634,33,"","0","126.384615384615","366.5","2120.26923076923","1.24769230769231","","458.384615384615","50.44","83.7307692307692","160.88","172.307692307692","","","4.47","2.89730769230769","76.7307692307692","","668.846153846154","375.734615384615","","7.90346153846154","634_2001",123901,""
"Tiruppur","Tamil Nadu",2000,634,33,"","10.304347826087","127.391304347826","376.565217391304","2346.08695652174","0.828181818181818","","377.739130434783","55.6347826086957","84.0652173913043","118.457142857143","188.782608695652","","","10.3","3.15478260869565","224.95652173913","","701.608695652174","309.621739130435","","8.06086956521739","634_2000",126349,""
"Tiruppur","Tamil Nadu",2011,634,33,"","0","55.75","277.625","1753.625","0.93625","","318.875","14.375","63.5875","27.75","202.25","","","2.27333333333333","4.25","104.75","","400.625","261.3625","","7.89375","634_2011",674478,""
"Tiruppur","Tamil Nadu",2014,634,33,"","3.33333333333333","98","309.46","1976","0.838","","397.31","7.57","76.706","144.2","203.51","","","-9.174","3.755","128.64","","560","330.664","","8.31","634_2014",791915,""
"Tiruppur","Tamil Nadu",2017,634,33,"","0","87.2258064516129","419.319677419355","2407.54838709677","0.982095387096774","0.188318181818182","431.212580645161","18.5282384193548","81.0712774193548","50.6387096774194","291.438709677419","","","0","0","215.064516129032","","551.935483870968","0","0","7.54064516129032","634_2017",1000308,""
"Tiruppur","Tamil Nadu",2012,634,33,"","0","","345","2040.88888888889","0.423333333333333","","","","","137.666666666667","","","","","","","","","","","7.66","634_2012",709343,""
"Tiruppur","Tamil Nadu",2009,634,33,"","0","60.1052631578947","336.684210526316","2062.94736842105","0.927894736842105","","509.052631578947","21.4210526315789","71.2210526315789","72.0526315789474","272.210526315789","","","5.58333333333333","6.32578947368421","103.210526315789","","442.894736842105","417.252631578947","","7.77315789473684","634_2009",316760,""
"Tiruppur","Tamil Nadu",2006,634,33,"","0","99.8823529411765","373.705882352941","2204.29411764706","1.17117647058824","","332.882352941176","18","85.2894117647059","185.3","220.176470588235","","","1.48","3.81823529411765","169.235294117647","","600","272.847058823529","","7.59117647058823","634_2006",256286,""
"Tiruppur","Tamil Nadu",2018,634,33,"0","0","77.5849056603774","307.679245283019","1835.33962264151","0.797947949226415","0","334.573811320755","12.9172863913774","469.502837735849","94.7756603773585","160.512264150943","","0","0","0","132.500377358491","0","543.679245283019","0","1156.26396226415","7.51132075471698","634_2018",1071602,""
"Tiruppur","Tamil Nadu",2010,634,33,"","0","50","336.176470588235","1910.58823529412","1.18117647058824","","337.294117647059","21.4166666666667","88.805","51.7272727272727","286.083333333333","","","9.6","5.85416666666667","220.666666666667","","490","276.476470588235","","8","634_2010",359961,""
"Tiruppur","Tamil Nadu",2005,634,33,"","0","115.473684210526","284.052631578947","1749.73684210526","1.04272222222222","","383.157894736842","35.1666666666667","73.2852631578947","167.117647058824","155","","","1.3","2.77894736842105","99.4736842105263","","589.526315789474","314.068421052632","","7.53315789473684","634_2005",221588,""
"Tiruvannamalai","Tamil Nadu",2017,593,33,"","0","77.1764705882353","246.347058823529","1616.76470588235","0.754016294117647","0.053625","397.952941176471","9.55882352941176","62.4978823529412","42.2705882352941","138.064705882353","","","0","0","85.1764705882353","","450","0","0","7.45882352941176","593_2017",1000308,"0.29"
"Tiruvannamalai","Tamil Nadu",2000,593,33,"","0","145.5","264.875","1691.25","0.68125","","458.375","46.4875","20.67875","30.6","140.5","","","1.61333333333333","2.87","82.75","","441.875","375.725","","7.67125","593_2000",126349,"0.29"
"Tiruvannamalai","Tamil Nadu",2001,593,33,"","2.66666666666667","126","188.888888888889","1386.44444444444","0.737777777777778","","377.555555555556","6.33333333333333","43.6666666666667","40.7777777777778","99.4444444444444","","","0.25","1.92333333333333","90.7777777777778","","495","309.477777777778","","7.84444444444444","593_2001",123901,"0.29"
"Tiruvannamalai","Tamil Nadu",2014,593,33,"","0.666666666666667","73.1111111111111","260.444444444444","1622.22222222222","0.811111111111111","","355.375","6.33333333333333","63.0333333333333","62.2222222222222","167.666666666667","","","-7.26444444444444","3.61777777777778","94.4444444444444","","441.666666666667","405.461111111111","","8.01111111111111","593_2014",791915,"0.29"
"Tiruvannamalai","Tamil Nadu",2013,593,33,"","0","","249","1153.2","0.778888888888889","","0","","","53.433","","","","0","","0","","","","","7.606","593_2013",750416,"0.29"
"Tiruvannamalai","Tamil Nadu",2003,593,33,"","0","","","1533.55555555556","1.17222222222222","","","","","","","","","","","","","","","","7.76888888888889","593_2003",132281,"0.29"
"Tiruvannamalai","Tamil Nadu",2015,593,33,"","","","","","","","","","","","","","","","","","","","","","","593_2015",862437,"0.29"
"Tiruvannamalai","Tamil Nadu",2016,593,33,"","0","76.8571428571429","260.245714285714","1802.21428571429","1.22285714285714","0","443.124428571429","17.53","74.1801142857143","49.7071428571429","179.207142857143","","","0","0","132.477373357143","","497.142857142857","0","0","7.38285714285714","593_2016",922084,"0.29"
"Tiruvannamalai","Tamil Nadu",2018,593,33,"0","0","129.454545454545","299.874772727273","1804.27272727273","0.424785415590909","0","434.074090909091","7.75454545454545","52.5297818181818","100.243636363636","162.995454545455","","0","0","0","75.3","0","539.772727272727","0","1136.69181818182","7.55","593_2018",1071602,"0.29"
"Tiruvannamalai","Tamil Nadu",2009,593,33,"","0","48.8888888888889","266.222222222222","1705.33333333333","0.907777777777778","","374.333333333333","12.8888888888889","57.4655555555556","59.1111111111111","233.111111111111","","","6.13666666666667","5.79222222222222","136","","358.333333333333","306.822222222222","","7.53111111111111","593_2009",316760,"0.29"
"Tiruvannamalai","Tamil Nadu",2004,593,33,"","0","73.3636363636364","239.454545454545","1566.81818181818","0.409272727272727","","347.909090909091","32.6363636363636","59.9427272727273","17.7809090909091","127.636363636364","","","1.48","2.37454545454545","61.2727272727273","","429.545454545455","285.190909090909","","7.67272727272727","593_2004",193645,"0.29"
"Tiruvannamalai","Tamil Nadu",2012,593,33,"","0","","109.75","976.125","0.4925","","","","","59.125","","","","","","","","","","","7.86","593_2012",709343,"0.29"
"Tiruvannamalai","Tamil Nadu",2008,593,33,"","","","","","","","","","","","","","","","","","","","","","","593_2008",286744,"0.29"
"Tiruvannamalai","Tamil Nadu",2006,593,33,"","0","86.6666666666667","159.166666666667","1352.5","0.628333333333333","","448.333333333333","35.3333333333333","49.9483333333333","75.3333333333333","105","","","2.38","2.16","65.8333333333333","","421.666666666667","367.5","","7.68333333333333","593_2006",256286,"0.29"
"Tiruvannamalai","Tamil Nadu",2002,593,33,"","0","98.4","186.4","1436","0.484","","406.2","13","39.6","112.75","134.8","","","12.06","3.492","51.6","","410","332.96","","7.34","593_2002",124521,"0.29"
"Tiruvannamalai","Tamil Nadu",2010,593,33,"","0","52","139.333333333333","1052.5","0.993333333333333","","330.333333333333","3.66666666666667","36.1266666666667","19.8333333333333","70.3333333333333","","","7.8","1.8","20.3333333333333","","278.333333333333","270.766666666667","","7.78166666666667","593_2010",359961,"0.29"
"Tiruvannamalai","Tamil Nadu",2011,593,33,"","0","47.6","115.4","852.6","0.988","","250.2","15.2","48.684","6","64.6","","","","1.592","50","","319","205.08","","8.082","593_2011",674478,"0.29"
"Tiruvannamalai","Tamil Nadu",2005,593,33,"","0","86.4","296.3","1686.6","0.443","","443.8","37.1","36.209","61.1","188","","","3.46","4.127","86.1","","364.5","363.77","","7.36","593_2005",221588,"0.29"
"Tiruvannamalai","Tamil Nadu",2007,593,33,"","0","65.4","284","1722","0.797","","436.3","17","86.39","64.6","165.9","","","4.86666666666667","3.164","82.8","","518.5","357.61","","7.294","593_2007",272340,"0.29"
"Tonk","Rajasthan",2012,116,8,"","5.14285714285714","74.2857142857143","367.142857142857","2585.71428571429","1.49571428571429","1.00785714285714","542.785714285714","23.8785714285714","51.0377142857143","84.2428571428571","417.5","","","12.2222222222222","10.5357142857143","267.857142857143","","395.714285714286","453.464285714286","","7.66642857142857","116_2012",409802,"0.29"
"Tonk","Rajasthan",2001,116,8,"","19.2","43.2941176470588","307.647058823529","1741.76470588235","2.48823529411765","0.526153846153846","333.470588235294","14.475","43.3941176470588","40.3529411764706","336.117647058824","","","11.0857142857143","9.15294117647059","247.823529411765","","286.176470588235","301.570588235294","","8.13470588235294","116_2001",79936,"0.29"
"Tonk","Rajasthan",2004,116,8,"","6.4","35.2","243.8","1644.33333333333","2.15466666666667","0.883846153846154","443.6","8.77333333333333","43.1333333333333","41.63","301.333333333333","","","12.126","8.88666666666667","141.8","","230","374.273333333333","","8.13333333333333","116_2004",112636,"0.29"
"Tonk","Rajasthan",2011,116,8,"","8.8421052631579","107.157894736842","575.473684210526","3419.52631578947","4.08021052631579","0.478333333333333","529.631578947368","10.1368421052632","85.9315789473684","88.4210526315789","540.263157894737","","","9.178","10.7805263157895","444.473684210526","","621.052631578947","448.863157894737","","8.00736842105263","116_2011",395331,"0.29"
"Tonk","Rajasthan",2006,116,8,"","14.6666666666667","74","517","2671","3.395","0.685","513.6","13.13","77.7","124.3","439","","","7.38","8.965","140.7","","463","442.99","","8.028","116_2006",134350,"0.29"
"Tonk","Rajasthan",2017,116,8,"","10.5882352941176","72.4705882352941","337.882352941176","2349.41176470588","1.04235294117647","0.527058823529412","549.647058823529","13.65","46.9235294117647","31.9547058823529","371.764705882353","","0.687058823529412","","","213.588235294118","","374.117647058824","468.177647058824","1527.11764705882","7.95235294117647","116_2017",557618,"0.29"
"Tonk","Rajasthan",2016,116,8,"","19.7647058823529","65.4117647058823","329.529411764706","1987.41176470588","0.882941176470588","0.148235294117647","416.941176470588","7.77058823529412","63.1764705882353","54.1023529411765","274.647058823529","","0.435623529411765","","","139.529411764706","","423.529411764706","","1291.81764705882","8.00882352941177","116_2016",529650,"0.29"
"Tonk","Rajasthan",2009,116,8,"","16.5","42.7777777777778","316","1780","2.98777777777778","0.581875","364.333333333333","17.2058823529412","46.65","43.3222222222222","344.333333333333","","","14.3571428571429","9.40777777777778","243.333333333333","","298.611111111111","323.083333333333","","8.10888888888889","116_2009",161159,"0.29"
"Tonk","Rajasthan",2008,116,8,"","9","50.25","283.75","1744.375","1.21875","0.47","459.125","15.225","45.125","27.625","293.875","","","6.11","7.43","131.625","","295.375","391.325","","8.14625","116_2008",152284,"0.29"
"Tonk","Rajasthan",2010,116,8,"","21.6","125.333333333333","456","3241.66666666667","0.8925","1.36909090909091","481.916666666667","14.6","109.891666666667","17.75","532.583333333333","","","7.87714285714286","9.37333333333333","418.083333333333","","766.666666666667","425","","8.10916666666667","116_2010",185366,"0.29"
"Tonk","Rajasthan",2014,116,8,"","20.5714285714286","71.5","391.285714285714","1997.85714285714","1.25357142857143","0.233571428571429","289.285714285714","11.3571428571429","58.7857142857143","61.2857142857143","308.928571428571","","","-5.95","7.48785714285714","223.285714285714","","380.571428571429","271.405714285714","","8.305","116_2014",465408,"0.29"
"Tonk","Rajasthan",2000,116,8,"","7.2","48.9090909090909","308.272727272727","1911.36363636364","2.66909090909091","0.772857142857143","466.909090909091","19","31.1716363636364","35.0909090909091","333.545454545455","","","10.1257142857143","9.67454545454545","139.545454545455","","250","393.627272727273","","8.00454545454545","116_2000",71764,"0.29"
"Tonk","Rajasthan",2015,116,8,"","13.3333333333333","59.9473684210526","358.736842105263","2646.84210526316","0.875052631578947","0.0334375","573.473684210526","8.83157894736842","60.0794736842105","62.7710526315789","432.842105263158","","","3.77263157894737","10.8136842105263","278.947368421053","","396.842105263158","491.113157894737","","8.07105263157895","116_2015",501922,"0.29"
"Tonk","Rajasthan",2018,116,8,"0","8","71.1666666666667","538.916666666667","3246.66666666667","1.11025","0.7175","522","37.4266666666667","76.1683333333333","43.85","499.5","","0.129166666666667","0","10.1233333333333","370.333333333333","0","490.833333333333","441.203333333333","2110.33333333333","7.92333333333333","116_2018",568102,"0.29"
"Tonk","Rajasthan",2005,116,8,"","0","95.5555555555556","516.666666666667","2587.77777777778","2.84777777777778","0.273333333333333","555.777777777778","6.96666666666667","73.1111111111111","59.5888888888889","391.111111111111","","","13.2133333333333","8.91","150.555555555556","","540","455.555555555556","","7.92","116_2005",120202,"0.29"
"Tonk","Rajasthan",2013,116,8,"","29.5384615384615","68.9230769230769","257.076923076923","2155.38461538462","1.47307692307692","0.256666666666667","379.230769230769","7.68461538461538","64.6398461538462","65.2307692307692","288.615384615385","","","3.7","6.08","292.307692307692","","437.692307692308","360.076923076923","","8.17615384615385","116_2013",434292,"0.29"
"Tonk","Rajasthan",2007,116,8,"","0","192.25","1043.75","3885","1.125","2.6425","488","12.25","116.5","80.5","569.75","","","","7.1975","345.75","","960","399.975","","7.45","116_2007",140471,"0.29"
"Tonk","Rajasthan",2003,116,8,"","","","","","","","","","","","","","","","","","","","","","","116_2003",92712,"0.29"
"Tonk","Rajasthan",2002,116,8,"","39.6923076923077","66.1538461538462","393.769230769231","2035.84615384615","2.70692307692308","0.21","354.769230769231","13.3692307692308","46.3076923076923","26.0307692307692","360.153846153846","","","12.1766666666667","8.49538461538462","199.615384615385","","356.153846153846","356.946153846154","","8.47230769230769","116_2002",70333,"0.29"
"Tumkur","Karnataka",2018,548,29,"0","26.9032258064516","32.9677419354839","219.627272727273","1168.48484848485","0.892636363636364","0","181.548387096774","38.9741935483871","48.0216129032258","35.7030303030303","126.848387096774","","0","0","0","89.8064516129032","0","279.838709677419","0","0","8.35124242424242","548_2018",974815,"0.24"
"Tumkur","Karnataka",2015,548,29,"","","","","","","","","","","","","","","","","","","","","","","548_2015",749952,"0.24"
"Tumkur","Karnataka",2016,548,29,"","15.7021276595745","30.2978723404255","168.577978723404","1029.93617021277","1.05936170212766","0","209.803489361702","15.0140425531915","35.7317787234043","32.48","124.602127659574","","","0","0","49.7353191489362","","222.765957446808","0","0","8.27872340425532","548_2016",851394,"0.24"
"Tumkur","Karnataka",2013,548,29,"","14.8333333333333","46.3013698630137","170.479452054795","1175.46575342466","0.993013698630137","","267.301369863014","15.5780821917808","39.7787671232877","39.4006849315069","127.958904109589","","","4.26","3.43150684931507","51.6794520547945","","279.109589041096","242.983333333333","","8.20109589041096","548_2013",646787,"0.24"
"Tumkur","Karnataka",2010,548,29,"","0","32","512.190476190476","1360.47619047619","1.04714285714286","","165","4.6","17","48.9047619047619","47","","","","1.67","24","","150","135.3","","8.65238095238095","548_2010",240817,"0.24"
"Tumkur","Karnataka",2007,548,29,"","","","","","","","","","","","","","","","","","","","","","","548_2007",203810,"0.24"
"Tumkur","Karnataka",2017,548,29,"","","","184","1105.23913043478","0.640869565217391","","","","","24.0434782608696","","","","","","","","","","","8.13695652173913","548_2017",915642,"0.24"
"Tumkur","Karnataka",2000,548,29,"","","","","","","","","","","","","","","","","","","","","","","548_2000",91136,"0.24"
"Tumkur","Karnataka",2012,548,29,"","","","254.860465116279","1356.74418604651","0.621627906976744","","","","","51.8604651162791","","","","","","","","","","","8.31162790697674","548_2012",593192,"0.24"
"Tumkur","Karnataka",2006,548,29,"","","","213.269230769231","1427.30769230769","0.984","","","","","33.9153846153846","","","","","","47","","","","","8.10307692307692","548_2006",181086,"0.24"
"Tumkur","Karnataka",2003,548,29,"","","","","1496.31578947368","0.906842105263158","","","","","48.9842105263158","","","","","","","","","","","","548_2003",99669,"0.24"
"Tumkur","Karnataka",2002,548,29,"","","","288.876923076923","1655.82051282051","0.703846153846154","","","","","105.625128205128","","","","","","","","","","","","548_2002",97765,"0.24"
"Tumkur","Karnataka",2005,548,29,"","6.92307692307692","156.611111111111","369.666666666667","1877","1.22777777777778","","311.888888888889","56.7222222222222","58.5255555555556","69.9444444444444","90.9444444444444","","","","1.39611111111111","86.5","","635.277777777778","263.988888888889","","8.02666666666667","548_2005",164031,"0.24"
"Tumkur","Karnataka",2001,548,29,"","48","","329.3125","1691.5625","0.56125","","222.533333333333","","","95.75625","","","","","","","","","","","","548_2001",92788,"0.24"
"Tumkur","Karnataka",2008,548,29,"","","","","","","1.29333333333333","","","","","","","","","","","","","","","","548_2008",218309,"0.24"
"Tumkur","Karnataka",2004,548,29,"","","","252.947368421053","1100.57894736842","0.781578947368421","","","","","12.7894736842105","","","","","","","","","","","","548_2004",148729,"0.24"
"Tumkur","Karnataka",2014,548,29,"","","","155.344444444444","898.444444444444","0.797333333333333","","","","","23.4","","","","0","","","","","","","8.40666666666667","548_2014",671283,"0.24"
"Tumkur","Karnataka",2009,548,29,"","60","12","35","550","0.3","","73","5.3","24.33","1","60","","","1.2","2.29","40","","130","159.8","","8.8","548_2009",218363,"0.24"
"Tumkur","Karnataka",2011,548,29,"","1.52631578947368","51.7948717948718","275.461538461538","1344.10256410256","0.931282051282051","","205.846153846154","10.225641025641","47.141282051282","24.2307692307692","150.641025641026","","","28.9","3.61051282051282","92","","323.076923076923","171.2","","7.55897435897436","548_2011",554952,"0.24"
"Udaipur","Rajasthan",2012,117,8,"","10.8","50.9523809523809","152.714285714286","1208.80952380952","0.887619047619048","0.980952380952381","376.095238095238","20.3095238095238","46.9633333333333","35.9142857142857","157.714285714286","","","3.36","3.88142857142857","106.666666666667","","315.714285714286","325.42380952381","","8.10047619047619","117_2012",409802,"0.28"
"Udaipur","Rajasthan",2015,117,8,"","0","109.777777777778","251.395555555556","1561.85185185185","0.426296296296296","0.375185185185185","750.244444444444","1.43333333333333","54.5881481481482","34.5555555555556","141.555555555556","","","4.65555555555556","2.92074074074074","77","","498.518518518519","614.954444444444","","7.93814814814815","117_2015",501922,"0.28"
"Udaipur","Rajasthan",2000,117,8,"","5.5","91.8333333333333","180.583333333333","1298.33333333333","0.820833333333333","1.58","316.708333333333","14.2173913043478","48.5416666666667","33.75","96.8958333333333","","","5.46","2.11416666666667","127.541666666667","","430","268.7625","","7.81291666666667","117_2000",71764,"0.28"
"Udaipur","Rajasthan",2010,117,8,"","0","56.8","226.866666666667","1416.33333333333","0.726","1.33416666666667","427.866666666667","13.8066666666667","62.1693333333333","36.32","166.533333333333","","","2.638","3.67533333333333","64.8","","397.333333333333","350.706666666667","","8.01333333333333","117_2010",185366,"0.28"
"Udaipur","Rajasthan",2013,117,8,"","7.5","66.9230769230769","283.807692307692","1822.5","0.804230769230769","0.601538461538462","429.884615384615","40.6346153846154","63.5538461538462","70.5","220","","","3.79125","4.68384615384615","125.730769230769","","428.615384615385","363.911538461538","","8.12615384615385","117_2013",434292,"0.28"
